"scientific_name"	"datetime"	"description"	"place_guess"	"latitude"	"longitude"	"tag_list"	"common_name"	"url"	"image_url"	"user_login"	"id"	"species_guess"	"iconic_taxon_name"	"taxon_id"	"num_identification_agreements"	"num_identification_disagreements"	"observed_on_string"	"observed_on"	"time_observed_at"	"time_zone"	"positional_accuracy"	"public_positional_accuracy"	"geoprivacy"	"taxon_geoprivacy"	"coordinates_obscured"	"positioning_method"	"positioning_device"	"user_id"	"user_name"	"created_at"	"updated_at"	"quality_grade"	"license"	"sound_url"	"oauth_application_id"	"captive_cultivated"
"Nyctereutes procyonoides"	"2024-12-25 12:37:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4659010142	50.6528988959	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020837"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868455/medium.png"	"anisimov-43"	258020837	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/25 12:37"	"2024-12-25"	"2024-12-25 09:37:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:39:01 UTC"	"2025-01-10 12:10:30 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-24 12:37:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.46543225	50.6518689276	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020834"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868445/medium.png"	"anisimov-43"	258020834	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/24 12:37"	"2024-12-24"	"2024-12-24 09:37:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:39:00 UTC"	"2025-01-10 12:10:36 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-23 12:37:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4648544261	50.6510120965	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020832"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868424/medium.png"	"anisimov-43"	258020832	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	0	0	"2024/12/23 12:37"	"2024-12-23"	"2024-12-23 09:37:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:39:00 UTC"	"2025-01-10 09:58:42 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-22 12:37:00 +0300"	""	"<U+0421><U+0435><U+043C><U+0435><U+043D><U+043A><U+0438>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>, 612420"	58.4633411544	50.652728705	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020827"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868427/medium.png"	"anisimov-43"	258020827	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/22 12:37"	"2024-12-22"	"2024-12-22 09:37:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:38:59 UTC"	"2025-01-10 12:10:44 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-05 12:30:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4649598628	50.6522738388	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020569"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462867765/medium.png"	"anisimov-43"	258020569	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/05 12:30"	"2024-12-05"	"2024-12-05 09:30:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:32:19 UTC"	"2025-01-10 12:11:18 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-03 12:30:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4653441109	50.6528735213	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020568"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462867743/medium.png"	"anisimov-43"	258020568	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/03 12:30"	"2024-12-03"	"2024-12-03 09:30:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:32:19 UTC"	"2025-01-10 12:11:22 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-02 12:30:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4650355411	50.6523601884	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020567"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462867759/medium.png"	"anisimov-43"	258020567	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/02 12:30"	"2024-12-02"	"2024-12-02 09:30:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:32:19 UTC"	"2025-01-10 12:11:26 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-07 12:30:00 +0300"	""	"<U+0421><U+0435><U+043C><U+0435><U+043D><U+043A><U+0438>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>, 612420"	58.4633427048	50.6527035059	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020566"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462867732/medium.png"	"anisimov-43"	258020566	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/07 12:30"	"2024-12-07"	"2024-12-07 09:30:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:32:18 UTC"	"2025-01-10 12:11:30 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-11-26 12:21:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4663838982	50.6523376465	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020113"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462866998/medium.png"	"anisimov-43"	258020113	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	0	0	"2024/11/26 12:21"	"2024-11-26"	"2024-11-26 09:21:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:23:36 UTC"	"2025-01-10 10:00:03 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-11-29 12:21:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4655906468	50.6531946457	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020110"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462866970/medium.png"	"anisimov-43"	258020110	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/11/29 12:21"	"2024-11-29"	"2024-11-29 09:21:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:23:36 UTC"	"2025-01-10 12:12:00 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-11-28 12:21:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4650128254	50.6514795077	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020109"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462866966/medium.png"	"anisimov-43"	258020109	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/11/28 12:21"	"2024-11-28"	"2024-11-28 09:21:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:23:35 UTC"	"2025-01-10 12:12:09 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-11-27 12:21:00 +0300"	""	"<U+0421><U+0435><U+043C><U+0435><U+043D><U+043A><U+0438>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>, 612420"	58.4634995603	50.652166148	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020108"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462866973/medium.png"	"anisimov-43"	258020108	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	0	0	"2024/11/27 12:21"	"2024-11-27"	"2024-11-27 09:21:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:23:35 UTC"	"2025-01-10 10:00:29 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2025-01-02 18:05:00 +0900"	""	"South Korea"	37.4432956555	126.8473072114	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/257295792"	"https://inaturalist-open-data.s3.amazonaws.com/photos/461529928/medium.jpg"	"seonghyobin"	257295792	"<U+B108><U+AD6C><U+B9AC>"	"Mammalia"	855311	1	0	"2025/01/02 18:05"	"2025-01-02"	"2025-01-02 09:05:00 UTC"	"Seoul"	8	28388	"obscured"	"open"	"true"	""	""	8845078	""	"2025-01-04 01:01:07 UTC"	"2025-01-04 03:37:35 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-30 01:25:00 +0200"	""	"Valgunde Parish, Jelgava Municipality, LV-3017, Latvia"	56.8728606352	23.6257125918	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/257162896"	"https://inaturalist-open-data.s3.amazonaws.com/photos/461261240/medium.jpeg"	"camogains"	257162896	"Marderhund"	"Mammalia"	855311	1	0	"2024/12/30 1:25 AM"	"2024-12-30"	"2024-12-29 23:25:00 UTC"	"Riga"	31	31	""	"open"	"false"	""	""	496767	""	"2025-01-02 21:12:53 UTC"	"2025-01-03 17:32:46 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-08-31 12:50:01 +0300"	""	"46<U+041D>-10481, <U+0421><U+0435>´<U+0440><U+0433><U+0438><U+0435><U+0432><U+043E>-<U+041F><U+043E><U+0441><U+0430>´<U+0434><U+0441><U+043A><U+0438><U+0439> <U+0440><U+0430><U+0439><U+043E><U+043D>, <U+041C><U+043E><U+0441><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+041E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>, RU"	56.5577348134	38.063544814	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/257041125"	"https://inaturalist-open-data.s3.amazonaws.com/photos/461012485/medium.jpg"	"ulitochka_s"	257041125	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024-08-31 12:50:01+03:00"	"2024-08-31"	"2024-08-31 09:50:01 UTC"	"St. Petersburg"	476	476	""	"open"	"false"	""	""	6492991	""	"2025-01-01 20:53:25 UTC"	"2025-01-02 13:08:39 UTC"	"research"	"CC-BY-NC"	NA	3	"false"
"Nyctereutes procyonoides"	"2024-12-30 01:33:13 +0200"	"@camogains"	"Riga (Skulte)-Liepaja, Valgundes pag., Zemgale, LV"	56.8714640959	23.6244026118	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/256695319"	"https://inaturalist-open-data.s3.amazonaws.com/photos/460302586/medium.jpg"	"karimbo"	256695319	"Marderhund"	"Mammalia"	855311	1	0	"2024-12-30 01:33:13+02:00"	"2024-12-30"	"2024-12-29 23:33:13 UTC"	"Riga"	53	53	""	"open"	"false"	""	""	6526043	""	"2024-12-29 23:57:20 UTC"	"2025-01-08 09:33:25 UTC"	"research"	"CC-BY-NC"	NA	3	"false"
"Nyctereutes procyonoides"	"2024-06-22 17:08:11 +0800"	""	"Shanghai, Shanghai, CN"	31.0452461876	121.2593141011	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/256559068"	"https://inaturalist-open-data.s3.amazonaws.com/photos/460027083/medium.jpg"	"aifwaiwai"	256559068	"<U+8C89>"	"Mammalia"	855311	2	0	"2024-06-22 17:08:11+08:00"	"2024-06-22"	"2024-06-22 09:08:11 UTC"	"Beijing"	21	29278	"obscured"	"open"	"true"	""	""	8850109	""	"2024-12-28 23:33:30 UTC"	"2024-12-29 03:08:59 UTC"	"research"	"CC-BY-NC"	NA	3	"false"
"Nyctereutes procyonoides"	"2024-12-04 11:51:24 +0200"	""	"<U+0417><U+0430><U+0440><U+0456><U+0447><U+043D><U+0435><U+043D><U+0441><U+044C><U+043A><U+0438><U+0439> <U+0440><U+0430><U+0439><U+043E><U+043D>, <U+0420><U+0456><U+0432><U+043D><U+0435><U+043D><U+0441><U+044C><U+043A><U+0430> <U+043E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>, <U+0423><U+043A><U+0440><U+0430><U+0457><U+043D><U+0430>"	51.8838019368	25.7427746058	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/256360792"	"https://inaturalist-open-data.s3.amazonaws.com/photos/459623987/medium.jpeg"	"mukola"	256360792	"<U+0404><U+043D><U+043E><U+0442><U+043E><U+043F><U+043E><U+0434><U+0456><U+0431><U+043D><U+0438><U+0439> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024-12-04 11:51:24"	"2024-12-04"	"2024-12-04 09:51:24 UTC"	"Kyiv"	22	22	""	"open"	"false"	"gps"	"gps"	8824747	""	"2024-12-27 09:35:08 UTC"	"2024-12-28 16:27:15 UTC"	"research"	"CC-BY-NC"	NA	2	"false"
"Nyctereutes procyonoides"	"2022-07-11 14:27:00 +0200"	""	"Lubomia, Polska"	50.0132693355	18.2970415056	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/255767432"	"https://inaturalist-open-data.s3.amazonaws.com/photos/458429469/medium.jpeg"	"arekw"	255767432	"Jenot azjatycki"	"Mammalia"	855311	1	0	"2022-07-11 14:27:00"	"2022-07-11"	"2022-07-11 12:27:00 UTC"	"Warsaw"	1398	1398	""	"open"	"false"	"gps"	"gps"	1194691	""	"2024-12-21 13:49:24 UTC"	"2024-12-21 15:23:23 UTC"	"research"	"CC-BY-NC"	NA	2	"false"
"Nyctereutes procyonoides"	"2024-10-07 09:18:00 +0200"	""	"18 Zingst, Deutschland"	54.4333360839	12.9150565941	"2024, Deutschland, Marderhund, Mecklenburg-Vorpommern, Oktober, Pramort, Säuger, Tier"	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/255477059"	"https://inaturalist-open-data.s3.amazonaws.com/photos/457829325/medium.jpg"	"carstensekula"	255477059	"Marderhund"	"Mammalia"	855311	4	0	"2024/10/07 09:18"	"2024-10-07"	"2024-10-07 07:18:00 UTC"	"Berlin"	31	31	""	"open"	"false"	""	""	8834509	"Carsten Sekula"	"2024-12-18 07:21:05 UTC"	"2024-12-22 21:06:43 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-10-05 09:25:00 +0200"	""	"18 Zingst, Deutschland"	54.4342338182	12.9147240692	"2024, Deutschland, Marderhund, Mecklenburg-Vorpommern, Oktober, Sundische Wiesen, Säuger, Tier"	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/255476930"	"https://inaturalist-open-data.s3.amazonaws.com/photos/457829047/medium.jpg"	"carstensekula"	255476930	"Marderhund"	"Mammalia"	855311	4	0	"2024/10/05 09:25"	"2024-10-05"	"2024-10-05 07:25:00 UTC"	"Berlin"	61	61	""	"open"	"false"	""	""	8834509	"Carsten Sekula"	"2024-12-18 07:17:01 UTC"	"2024-12-19 18:26:08 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2021-02-28 13:10:00 +0100"	"Invasive. Car accident."	"Powiat przysuski, Polska"	51.2599494239	20.5484333763	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/255327641"	"https://inaturalist-open-data.s3.amazonaws.com/photos/457541205/medium.jpg"	"sarkany"	255327641	"Jenot azjatycki"	"Mammalia"	855311	0	0	"2021/02/28 13:10"	"2021-02-28"	"2021-02-28 12:10:00 UTC"	"Warsaw"	50	50	""	"open"	"false"	""	""	8109971	""	"2024-12-16 21:32:20 UTC"	"2024-12-16 22:30:50 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-15 12:12:23 +0900"	""	"South Korea, Wanju-gun, <U+C591><U+C57C><U+B9AC><U+ACBD><U+B85C><U+B2F9>"	35.9324	127.2065	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/255140437"	"https://inaturalist-open-data.s3.amazonaws.com/photos/457165083/medium.jpeg"	"citizensnyder"	255140437	"Mainland Raccoon Dog"	"Mammalia"	855311	0	0	"2024-12-15 12:12:23"	"2024-12-15"	"2024-12-15 03:12:23 UTC"	"Seoul"	NA	NA	""	"open"	"false"	"gps"	"gps"	5181918	""	"2024-12-15 03:22:48 UTC"	"2024-12-15 03:50:13 UTC"	"research"	"CC-BY-NC"	NA	2	"false"
"Nyctereutes procyonoides"	"2024-10-23 03:44:00 +0300"	""	"<U+041A><U+043E><U+0442><U+0435><U+043B><U+044C><U+043D><U+0438><U+0447><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	57.9991136805	48.4110160828	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/254914676"	"https://inaturalist-open-data.s3.amazonaws.com/photos/456711433/medium.jpg"	"novik_vyatka"	254914676	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/10/23 03:44"	"2024-10-23"	"2024-10-23 00:44:00 UTC"	"Europe/Kirov"	7813	7813	""	"open"	"false"	""	""	4112643	"Svetlana Kondrukhova"	"2024-12-12 17:59:10 UTC"	"2025-01-09 15:40:57 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-12 16:27:02 +0200"	"2 individuals, wildlife camera"	"66999 Mustasaari, Suomi"	63.2967355986	21.7418431118	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/254902348"	"https://inaturalist-open-data.s3.amazonaws.com/photos/456686360/medium.jpeg"	"mialisah"	254902348	"Supikoira"	"Mammalia"	855311	4	0	"2024-12-12 16:27:02"	"2024-12-12"	"2024-12-12 14:27:02 UTC"	"Helsinki"	4163	4163	""	"open"	"false"	""	""	7158797	"Mia Lisa Huolman"	"2024-12-12 14:47:48 UTC"	"2024-12-23 15:44:05 UTC"	"research"	"CC-BY-NC"	NA	2	"false"
"Nyctereutes procyonoides"	"2024-09-01 09:32:00 +0200"	"Dead"	"Powiat de Mragowo, Pologne"	53.8497716997	21.3837487	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/254833242"	"https://inaturalist-open-data.s3.amazonaws.com/photos/456543970/medium.jpg"	"florian_olivier"	254833242	"Chien viverrin"	"Mammalia"	855311	0	0	"2024/09/01 09:32"	"2024-09-01"	"2024-09-01 07:32:00 UTC"	"Warsaw"	NA	NA	""	"open"	"false"	""	""	8826641	"Florian OLIVIER"	"2024-12-11 19:34:04 UTC"	"2024-12-16 21:18:40 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2021-10-28 00:00:00 +0900"	""	"<U+B300><U+D55C><U+BBFC><U+AD6D> <U+C774><U+CC9C><U+C2DC> <U+C0B0><U+B0B4><U+B9AC><U+C885><U+C810>"	37.1611007682	127.4584235251	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/254748663"	"https://inaturalist-open-data.s3.amazonaws.com/photos/456373374/medium.jpeg"	"seokinyang"	254748663	"Mainland Raccoon Dog"	"Mammalia"	855311	4	0	"2021-10-28"	"2021-10-28"	""	"Seoul"	2753	2753	""	"open"	"false"	"gps"	"gps"	632999	"Seokin Yang"	"2024-12-10 20:51:19 UTC"	"2024-12-11 23:40:44 UTC"	"research"	"CC-BY-NC"	NA	2	"false"
"Nyctereutes procyonoides"	"2024-11-24 19:32:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4666976328	50.6548166379	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/254116160"	"https://inaturalist-open-data.s3.amazonaws.com/photos/455103108/medium.png"	"anisimov-43"	254116160	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	0	0	"2024/11/24 19:32"	"2024-11-24"	"2024-11-24 16:32:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2024-12-04 16:35:45 UTC"	"2024-12-05 03:49:22 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-04 21:20:00 +0800"	""	"<U+4E2D><U+56FD><U+4E0A><U+6D77><U+5E02><U+677E><U+6C5F><U+533A>47G3+VH3 <U+90AE><U+653F><U+7F16><U+7801>: 201601"	31.1277161	121.2528004	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/254115987"	"https://inaturalist-open-data.s3.amazonaws.com/photos/455102948/medium.jpeg"	"issac-"	254115987	"<U+8C89>"	"Mammalia"	855311	0	0	"2024-12-04 21:20:00"	"2024-12-04"	"2024-12-04 13:20:00 UTC"	"Beijing"	906	906	""	"open"	"false"	""	""	3862525	""	"2024-12-04 16:32:55 UTC"	"2024-12-04 21:35:28 UTC"	"research"	"CC-BY-NC"	NA	2	"false"
